"","year","stateuni","ipop","imale","pcr_prop","pcr_order","pcr_econ","pmurder","pcr_womtot","pwomgirl","prape2","pkidmen","majstate","elec_womres","elec_scres","chargesheet_rate","wwinner","wwinclose5","murder_m","murder_f","postwres","postscres","plit","pwlit","prural","pfarm","pfemale","womancm","ppol_strength","parrest_womcrime","parrest_nonwomen","parrest_rape","parrest_womgirl","parrest_kidmen","charge_womcrime","pcgsdp","psuic_m","psuic_f","pmurder_love","sh_murder_lovedowry","stateid","yearofres","pscmurder","pscrape","pscpcr","pscpoa","psctot","pstmurder","pstrape","pstpcr","pstpoa","psttot","lpcr_womtot","lprape2","lpwomgirl","lpkidmen","lpcr_prop","lpcr_order","lpcr_econ","lpmurder","lpmurder_love","lpsuic_f","lpsuic_m","lpsctot","lpscmurder","lpscrape","lpscpoa","lpscpcr","lpsttot","lpstmurder","lpstrape","lpstpoa","lpstpcr","lparrest_womcrime","lparrest_rape","lparrest_womgirl","lparrest_nonwomen","lparrest_kidmen","lpmurder_m","lpmurder_f"
"1",1985,"ANDHRA PRADESH",58733007,29755185.5999999,0.37018368,0.011594843,0.121941656,0.029438302,0.06718931,NA,0.014459334,NA,1,1995,1995,NA,0.034013607,0.0034013605,NA,NA,0,0,0.33057928,0.23526312,0.7506105,0.29363903,0.9738747,0,0.9231606,0.06736186,0.011168541,0.009807092,0,0,NA,0.96723443,0.07887701,0.05776832,0.0011042928,0.018507808,"ANDHRA PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.700241,-4.236415,NA,NA,-0.993756,-4.457195,-2.1042125,-3.5254586,-6.8085504,-2.8513148,-2.5398655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1986,"ANDHRA PRADESH",60028840.5,30416751.5,0.32182863,0.05244146,0.03141823,0.026637197,0.06629049,NA,0.014453556,NA,1,1995,1995,NA,0.034013607,0.0034013605,NA,NA,0,0,0.33752424,0.24225429,0.7469991,0.29360288,0.97354543,0,0.9650528,0.061765313,0.012011826,0.009078969,0,0,NA,0.92920446,0.07436691,0.058422085,0.0008780198,0.016260162,"ANDHRA PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7137089,-4.236815,NA,NA,-1.133736,-2.948058,-3.460367,-3.6254466,-7.0378413,-2.8400612,-2.5987442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1987,"ANDHRA PRADESH",61324674,31078317.3999999,0.3477393,0.010256883,0.14506397,0.028683398,0.051741768,NA,0.01567131,NA,1,1995,1995,NA,0.034013607,0.0034013605,NA,NA,0,0,0.3441757,0.24895224,0.74354035,0.29356825,0.9732302,0,0.8814723,0.06926454,0.013769825,0.011447269,0,0,NA,1.0234834,0.084753625,0.057428405,0.0016200298,0.027856737,"ANDHRA PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96149,-4.155924,NA,NA,-1.0563022,-4.5798063,-1.9305805,-3.551437,-6.4253106,-2.8572164,-2.4680068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1988,"ANDHRA PRADESH",62620507.5,31739883.3,0.42703262,0.08220949,0.040529855,0.032657035,0.064344555,0.015511344,0.017648607,0.0075614643,1,1995,1995,NA,0.034013607,0.0034013605,NA,NA,0,0,0.35055187,0.25537506,0.7402247,0.29353505,0.9729281,0,0.8370261,0.10067802,0.013046685,0.012008846,0.010060602,0.0062120226,NA,1.1599562,0.086452745,0.06560748,0.009261471,0.16577017,"ANDHRA PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7435029,-4.0370984,-4.1661835,-4.8846903,-0.85089487,-2.4984846,-3.2057164,-3.421695,-4.6818924,-2.7240655,-2.4481573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2958279,-4.422112,-4.5991282,-4.339221,-5.081269,NA,NA
"5",1989,"ANDHRA PRADESH",63916341,32401449.2,0.46149388,0.08195087,0.045966335,0.035953246,0.07145828,0.015643397,0.01849919,0.007746567,1,1995,1995,NA,0.05782313,0.020408163,NA,NA,0,0,0.35666952,0.26153934,0.7370435,0.29350322,0.97263837,0,0.86550635,0.11604038,0.013540277,0.013783643,0.011734089,0.00815128,NA,1.2203605,0.09866843,0.07202944,0.01047124,0.1618799,"ANDHRA PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6386416,-3.9900284,-4.1577063,-4.8605056,-0.77328646,-2.5016353,-3.079846,-3.325536,-4.559123,-2.6306803,-2.3159902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.153817,-4.2842727,-4.445257,-4.3020864,-4.8095803,NA,NA
"6",1990,"ANDHRA PRADESH",65212174.5,33063015.0999999,0.46586394,0.08265328,0.042354055,0.040038537,0.0571088,0.018663008,0.018663008,0.01158394,1,1995,1995,NA,0.05782313,0.020408163,NA,NA,0,0,0.36254403,0.2674604,0.73398876,0.29347265,0.9723602,0,1.2400752,0.08734287,0.010458738,0.011102221,0.0106881885,0.011761608,NA,1.2487357,0.10005137,0.07334562,0.008553878,0.124473386,"ANDHRA PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.862797,-3.981212,-3.981212,-4.4581356,-0.76386166,-2.493101,-3.1616912,-3.217913,-4.7613707,-2.6125724,-2.3020716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.437914,-4.50061,-4.538616,-4.5603175,-4.4429145,NA,NA
"7",1991,"ANDHRA PRADESH",66508008,33724581,0.46436512,0.08095266,0.036567025,0.04200998,0.052068993,0.013970474,0.020254137,0.012483476,1,1995,1995,83.5,0.05782313,0.020408163,NA,NA,0,0,0.36818963,0.27315235,0.73105305,0.29344326,0.9720929,0,0.9678233,0.08049799,0.010383066,0.013472062,0.0078035714,0.011021229,88.8,1.2946144,0.107814535,0.07647157,0.010249081,0.13743736,"ANDHRA PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9551857,-3.8993962,-4.270809,-4.3833494,-0.7670841,-2.5138907,-3.3086083,-3.169848,-4.5805674,-2.5708363,-2.2273428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5195231,-4.307137,-4.8531737,-4.5675793,-4.5079317,NA,NA
"8",1992,"ANDHRA PRADESH",67478207.8999999,34204864.1999999,0.43104285,0.057826076,0.04610377,0.041198485,0.05358644,0.016860344,0.02323181,0.0115188295,1,1995,1995,84,0.05782313,0.020408163,NA,NA,0,0,0.3857873,0.2917752,0.7305899,0.2858227,0.97276646,0,0.9986335,0.08889999,0.01208353,0.015649498,0.0101662455,0.008032223,89.45,1.257861,0.11194314,0.08129631,0.011210175,0.15467626,"ANDHRA PRADESH",NA,0.003715114,0.0039008695,0.026470186,0,0.054890808,0.0028024658,0.0018683106,0.0046707764,0,0.023120344,-2.9264593,-3.7622328,-4.082791,-4.4637723,-0.8415478,-2.8503156,-3.0768604,-3.1893537,-4.4909334,-2.5096548,-2.1897643,-2.9024093,-5.595346,-5.546556,NA,-3.6317363,-3.7670424,-5.8772554,-6.2827206,NA,-5.36643,-2.4202433,-4.1573167,-4.588682,-4.4159117,-4.824294,NA,NA
"9",1993,"ANDHRA PRADESH",68448407.8,34685147.4,0.40424606,0.047554065,0.044763643,0.036728393,0.06021338,0.013979693,0.024879115,0.009341174,1,1995,1995,85.06,0.05782313,0.020408163,NA,NA,0,0,0.4028861,0.3098576,0.73014,0.27841815,0.9734213,0,1.0344287,0.09874639,0.012594742,0.016523395,0.009817613,0.0057999888,92.1,1.3742623,0.12907542,0.09990149,0.010840185,0.17820206,"ANDHRA PRADESH",NA,0.0026504365,0.0034729857,0.025316238,0,0.061965376,0.0032077678,0.0036660205,0.0011456314,0,0.026807774,-2.8098607,-3.6937265,-4.2701497,-4.673323,-0.9057315,-3.045888,-3.106359,-3.3042052,-4.524495,-2.3035707,-2.0473583,-2.7811794,-5.933031,-5.6627407,NA,-3.6763093,-3.6190634,-5.74218,-5.608649,NA,-6.7717996,-2.3152003,-4.102978,-4.623577,-4.374476,-5.1498995,NA,NA
"10",1994,"ANDHRA PRADESH",69418607.7,35165430.6,0.3725658,0.048315577,0.04714874,0.034846563,0.047645215,0.018917954,0.025486687,0.009810772,1,1995,1995,85.8,0.027210884,0.006802721,NA,NA,0,0,0.41950694,0.32742274,0.7297026,0.2712206,0.9740582,0,1.032,0.0767812,0.011869353,0.015168844,0.00943551,0.008729648,88.649994,1.4310932,0.11505618,0.09298407,0.010422391,0.17693262,"ANDHRA PRADESH",NA,0.0014393203,0.0032384708,0.02140989,0.027616959,0.10812894,0.00067463215,0.0049473024,0.0022487738,0.00944485,0.043401334,-3.043973,-3.669599,-3.967644,-4.6242743,-0.9873416,-3.0300012,-3.054448,-3.3568008,-4.563799,-2.375327,-2.1623347,-2.2244308,-6.5435843,-5.732654,-3.5893252,-3.8439023,-3.1372652,-7.301343,-5.3089128,-4.662286,-6.09737,-2.5667956,-4.188512,-4.6632752,-4.4337955,-4.74103,NA,NA
"11",1995,"ANDHRA PRADESH",70388807.5999999,35645713.8,0.3257336,0.08722978,0.043146063,0.03511922,0.24240789,0.019457104,0.02463799,0.010884899,1,1995,1995,86.32,0.027210884,0.006802721,NA,NA,1,1,0.4356696,0.34449252,0.72927725,0.26422143,0.97467804,0,1.0338434,0.36130923,0.013034274,0.015215487,0.008737184,0.0124593675,94.23334,1.4948517,0.10200385,0.09011863,0.009930031,0.16666667,"ANDHRA PRADESH",1,0.0022141289,0.0056681703,0.023469767,0.045965318,0.15622894,0.0008831328,0.0030909649,0.0015454824,0.009272894,0.036429226,-1.4171335,-3.7034657,-3.939543,-4.520379,-1.1216754,-2.4392095,-3.1431642,-3.3490067,-4.6121917,-2.4066284,-2.2827446,-1.8564328,-6.1128964,-5.1728888,-3.079868,-3.7520423,-3.312384,-7.032035,-5.779272,-4.68066,-6.4724193,-1.0180211,-4.1854415,-4.740167,-4.340173,-4.3852825,NA,NA
"12",1996,"ANDHRA PRADESH",71359007.5,36125997,0.30572173,0.07088103,0.04721198,0.03656161,0.25237694,0.019356847,0.023046568,0.00957759,1,1995,1995,88.55,0.027210884,0.006802721,NA,NA,1,1,0.45139277,0.3610876,0.7288635,0.2574126,0.97528136,0,1.0189463,0.4116878,0.013811248,0.015120726,0.017236786,0.007399206,96.61667,1.567477,0.12005205,0.09099421,0.011438137,0.1950939,"ANDHRA PRADESH",NA,0.00183152,0.004360762,0.024333052,0.04395648,0.14207363,0.0010841772,0.0028188606,0.0010841772,0.016479492,0.05464253,-1.3768315,-3.7702384,-3.944709,-4.6483293,-1.1850799,-2.6467524,-3.0531077,-3.3087566,-4.4708023,-2.3969593,-2.11983,-1.9514098,-6.302609,-5.4351087,-3.124555,-3.7159197,-2.9069428,-6.826934,-5.8714223,-4.1056385,-6.826934,-0.88749003,-4.191689,-4.0607095,-4.282272,-4.9063826,NA,NA
"13",1997,"ANDHRA PRADESH",72329207.3999999,36606280.1999999,0.32302302,0.066446185,0.060155503,0.039707333,0.2805201,0.020435056,0.026509585,0.014533025,1,1995,1995,87.19,0.027210884,0.006802721,NA,NA,1,1,0.46669415,0.37722746,0.7284608,0.25078645,0.9758688,0,1.0197817,0.446436,0.012208139,0.019024126,0.0120559875,0.008917559,95.833336,1.5252533,0.13377486,0.10105555,0.0132407965,0.19811977,"ANDHRA PRADESH",NA,0.0028348933,0.0050684456,0.022850957,0.05455022,0.161503,0.00234329,0.0031953955,0.0012781582,0.012355529,0.05027422,-1.2711098,-3.630249,-3.8905034,-4.231332,-1.1300317,-2.7113628,-2.8108222,-3.2262194,-4.3244524,-2.292085,-2.011597,-1.8232316,-5.865751,-5.284721,-2.9086335,-3.7787623,-2.990263,-6.0561996,-5.7460446,-4.3936515,-6.6623354,-0.80645925,-3.9620473,-4.418194,-4.4056525,-4.719733,NA,NA
"14",1998,"ANDHRA PRADESH",73299407.3,37086563.4,0.33509138,0.078622736,0.06476178,0.04054603,0.28870973,0.02037951,0.02399701,0.011783243,1,1995,1995,86.62,0.027210884,0.006802721,NA,NA,1,1,0.48159045,0.39293063,0.7280688,0.2443357,0.9764411,0,1.0217545,0.4808791,0.0062123695,0.015511721,0.010532145,0.008349317,95.21667,1.6880356,0.1504588,0.10639872,0.0102173695,0.17530283,"ANDHRA PRADESH",NA,0.002962232,0.0038932194,0.013372363,0.04536447,0.1358395,0.0002093488,0.0069085103,0.0018841393,0.011514184,0.07222534,-1.2423335,-3.729826,-3.8932252,-4.4410768,-1.093352,-2.5430944,-2.7370396,-3.2053175,-4.5836663,-2.2405617,-1.894066,-1.9962811,-5.821812,-5.5485187,-3.0930262,-4.314565,-2.6279643,-8.471509,-4.9750013,-4.4641757,-6.2742844,-0.7321394,-4.166159,-4.5533233,-5.081213,-4.7855754,NA,NA
"15",1999,"ANDHRA PRADESH",74269607.2,37566846.6,0.30735317,0.05264603,0.07184635,0.036502145,0.3282587,0.019290103,0.024385087,0.012271458,1,1995,1995,86.47,0.0952381,0.030612245,2111,676,1,1,0.49609756,0.40821457,0.72768706,0.23805347,0.9769987,0,0.996141,0.5076185,0.0074295127,0.017247971,0.012575803,0.012764306,95.63333,1.7423385,0.16410747,0.11500497,0.010653149,0.18922907,"ANDHRA PRADESH",NA,0.0021684414,0.0050874976,0.022184825,0.043535635,0.14586939,0.00082318427,0.0045275134,0.0014405724,0.008026047,0.0366317,-1.1139532,-3.7137835,-3.948163,-4.4004793,-1.1797578,-2.9441645,-2.6332254,-3.3103843,-4.5418997,-2.1627798,-1.8072337,-1.9250437,-6.1337466,-5.280969,-3.1341755,-3.8083467,-3.3068414,-7.1023307,-5.3975825,-4.825063,-6.5427146,-0.6780251,-4.060061,-4.375981,-4.902295,-4.3611026,-2.8789601,-3.994414
"16",2000,"ANDHRA PRADESH",75239807.0999999,38047129.8,0.3260641,0.044444557,0.07518627,0.035938423,0.3652063,0.0192511,0.02538134,0.010066463,1,1995,1995,88.6,0.0952381,0.030612245,NA,NA,1,1,0.51023054,0.42309588,0.7273151,0.23193327,0.9775423,0,0.78402644,0.56532633,0.009022272,0.016586965,0.010712414,0.009157387,96.75,1.8564473,0.15825109,0.104429156,NA,0,"ANDHRA PRADESH",NA,0.0023838996,0.004356782,0.023345776,0.043485615,0.13004583,0.0008094476,0.0034401524,0.0012141714,0.016796038,0.040877104,-1.0072929,-3.673741,-3.950187,-4.598546,-1.1206613,-3.1135128,-2.5877867,-3.3259482,NA,-2.2592463,-1.8435723,-2.0398684,-6.0390177,-5.436022,-3.1353252,-3.7573392,-3.1971853,-7.1191587,-5.6722393,-4.086612,-6.7136936,-0.57035214,-4.0991383,-4.536352,-4.708059,-4.6931944,NA,NA
"17",2001,"ANDHRA PRADESH",76210007,38527413,0.32571837,0.050820097,0.08296811,0.034142498,0.41695642,0.02030115,0.02311412,0.010823462,1,1995,1995,88.9,0.0952381,0.030612245,2176,607,1,1,0.5240037,0.43759024,0.7269527,0.2259689,0.9780723,0,1.0214669,0.5896091,0.008758731,0.015089882,0.012662379,0.009552551,92.7,1.9097586,0.16557042,0.109944664,0.009420795,0.1733282,"ANDHRA PRADESH",NA,0.0036467644,0.0055917054,0.025284233,0.076987244,0.23768799,0.0007961619,0.0041798498,0.005175052,0.02567622,0.10190872,-0.87477356,-3.7673116,-3.8970778,-4.526039,-1.1217221,-2.9794633,-2.489299,-3.3772123,-4.664836,-2.207778,-1.7983587,-1.4367964,-5.613915,-5.186471,-2.5641155,-3.6775744,-2.2836778,-7.135708,-5.47748,-3.66219,-5.263906,-0.5282955,-4.193731,-4.36912,-4.7377043,-4.650947,-2.8738816,-4.1284246
"18",2002,"ANDHRA PRADESH",77180206.9000001,39007696.2,0.35887438,0.040567394,0.102850206,0.03271564,0.47222462,0.022372121,0.026249256,0.0114849135,1,1995,1995,87,0.0952381,0.030612245,1989,662,1,1,0.5374305,0.45171252,0.72659934,0.22015446,0.97858924,0,0.99489236,0.69754386,0.0088755395,0.017361965,0.012464335,0.008162715,97.47143,1.9471388,0.1940899,0.10798346,0.010478745,0.19445544,"ANDHRA PRADESH",NA,0.00479445,0.007830935,0.036677543,0.06632322,0.2704869,0.0003916526,0.0046998314,0.007637226,0.026240725,0.10280881,-0.7503005,-3.6401176,-3.7999396,-4.466721,-1.0247829,-3.2047906,-2.2744818,-3.419902,-4.5584064,-2.2257771,-1.6394339,-1.3075316,-5.3402963,-4.8496733,-2.713215,-3.3055906,-2.2748842,-7.845135,-5.3602285,-3.6404426,-4.874721,-0.36018988,-4.0534735,-4.384884,-4.7244563,-4.8081784,-2.976127,-4.0546055
"19",2003,"ANDHRA PRADESH",78150406.8000002,39487979.4000001,0.42608863,0.043211546,0.11513696,0.0341265,0.45136845,0.024080226,0.0244682,0.014029586,1,1995,1995,82.2,0.0952381,0.030612245,2177,737,1,1,0.550524,0.46547693,0.72625476,0.21448441,0.9790936,0,0.94687927,0.67316,0.008516628,0.015828453,0,0,97.11429,2.101248,0.19026043,0.10076967,0.011432288,0.20922385,"ANDHRA PRADESH",NA,0.0026006298,0.0062257503,0.013003149,0.097247794,0.28047398,0.0017344287,0.0061668577,0.0040470003,0.028907144,0.11003986,-0.7954713,-3.710381,-3.7263644,-4.266587,-0.8531079,-3.1416476,-2.161633,-3.377681,-4.4713135,-2.2949178,-1.6593615,-1.2712743,-5.9520016,-5.0790615,-2.330493,-4.3425636,-2.2069125,-6.357077,-5.088566,-3.5436666,-5.5097795,-0.39577222,-4.145946,NA,-4.7657347,NA,-2.8980486,-3.9600356
"20",2004,"ANDHRA PRADESH",79120606.7000003,39968262.6000001,0.41496143,0.04366751,0.11376303,0.032595806,0.4569586,0.026307493,0.025949916,0.012409846,1,1995,1995,85.9,0.088435374,0.020408163,1985,655,1,1,0.5632964,0.47889686,0.72591865,0.20895341,0.9795858,0,0.9839409,0.7400834,0.008297004,0.01823798,0.01396602,0.010313368,95.58572,2.2199104,0.2272303,0.11350533,0.009961089,0.19620007,"ANDHRA PRADESH",NA,0.003031717,0.005130598,0.0052860705,0.10253422,0.25303176,0.0018969965,0.0064497883,0.0007587986,0.027885849,0.107370004,-0.7831625,-3.651587,-3.6379015,-4.389265,-0.8795697,-3.131151,-2.1736376,-3.4235716,-4.609069,-2.1759055,-1.4817913,-1.3742403,-5.798626,-5.272533,-2.2775588,-5.24268,-2.2314744,-6.267483,-5.043708,-3.5796359,-7.183774,-0.3009924,-4.004249,-4.271128,-4.7918606,-4.574314,-3.0024667,-4.0905805
"21",2005,"ANDHRA PRADESH",80090806.6000004,40448545.8000002,0.40928543,0.037370082,0.11379583,0.034336027,0.50007236,0.025099477,0.02358594,0.015253948,1,1995,1995,86.1,0.088435374,0.020408163,2206,722,1,1,0.57575935,0.49198508,0.72559065,0.2035564,0.9800664,0,0.9793633,0.7854244,0.008725246,0.017667446,0.015357568,0.011561876,97.11429,2.3842545,0.2191179,0.11132059,0.010493851,0.20545454,"ANDHRA PRADESH",NA,0.0028376926,0.0056753852,0.0046783583,0.09540783,0.23905644,0.0022413344,0.006350448,0,0.036608465,0.09619061,-0.69300246,-3.7471044,-3.6849084,-4.182917,-0.8933425,-3.2868848,-2.1733494,-3.37156,-4.556966,-2.195341,-1.5181453,-1.4310557,-5.864764,-5.171617,-2.3495946,-5.364808,-2.3414235,-6.1006837,-5.05923,-3.3074758,NA,-0.24153106,-4.0360317,-4.176147,-4.7415347,-4.460042,-2.9088497,-4.0056257
"22",2006,"ANDHRA PRADESH",81061006.5000005,40928829.0000002,0.40307912,0.048457332,0.11958894,0.03412245,0.50221545,0.033115573,0.026138626,0.017127292,1,1995,1995,88.7,0.088435374,0.020408163,2196,744,1,1,0.58792394,0.50475377,0.7252705,0.1982886,0.9805357,0,0.9782262,0.7639755,0.009885357,0.016777487,0.01635805,0.009622382,82.42857,2.5647838,0.21654662,0.10996164,0.009344123,0.17425886,"ANDHRA PRADESH",NA,0.0039353613,0.0073409625,0.0070382426,0.11457956,0.294471,0.0014715579,0.011036684,0.0022073367,0.05481553,0.14586817,-0.68872607,-3.6443412,-3.4077516,-4.067082,-0.9086224,-3.0270717,-2.123695,-3.3777997,-4.6730075,-2.2076237,-1.5299494,-1.2225747,-5.5377526,-4.914285,-2.1664858,-4.9563966,-1.925052,-6.521434,-4.506531,-2.9037817,-6.1159687,-0.26921955,-4.0877175,-4.113035,-4.6167006,-4.6436634,-2.9251971,-3.9878926
"23",2007,"ANDHRA PRADESH",82031206.4000006,41409112.2000003,0.40055487,0.038692594,0.11210368,0.032487635,0.5704777,0.038501214,0.026340345,0.012871563,1,1995,1995,88.3,0.088435374,0.020408163,1964,886,1,1,0.59980077,0.5172145,0.724958,0.1931454,0.9809941,0,0.95839137,0.8645788,0.011192619,0.017505534,0.020406868,0.011349339,96.4,2.7574174,0.24026112,0.12143638,0.009969944,0.20150094,"ANDHRA PRADESH",NA,0.0034358383,0.007842675,0.009112441,0.08963057,0.2526835,0.0019931588,0.007972635,0.0005435888,0.054902464,0.13644078,-0.56128114,-3.6366534,-3.2570655,-4.3527346,-0.91490453,-3.2521071,-2.1883311,-3.4268956,-4.6081805,-2.1083648,-1.426029,-1.3756176,-5.6734943,-4.8481755,-2.4120588,-4.698115,-1.9918646,-6.2180347,-4.8317404,-2.9021971,-7.5173173,-0.14551285,-4.045238,-3.8918839,-4.492501,-4.4785957,-3.0485177,-3.8253505
"24",1985,"ASSAM",20077571,10474864.3,0.5935977,0.21506585,0.05389098,0.033868637,0.04123837,NA,0.04123837,NA,1,2002,2007,NA,0.03968254,0.007936508,NA,NA,0,0,0.39329988,0.30911905,0.894,0.19372852,0.91673803,0,2.0428765,0.04144665,0.0028737043,0.019823115,0,0,NA,1.1879473,0.11685116,0.06466927,0.0018744715,0.026470589,"ASSAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1883862,-3.1883862,NA,NA,-0.52155346,-1.536811,-2.920792,-3.3852658,-6.2794285,-2.7384691,-2.1468544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1986,"ASSAM",20467029.5,10672051.75,0.69433624,0.22138044,0.053207524,0.03517853,0.040939346,NA,0.040633067,NA,1,2002,2007,NA,0.03968254,0.007936508,NA,NA,0,0,0.39900696,0.31530854,0.89308894,0.19423166,0.9178158,0,2.0578952,0.03930586,0.0029966733,0.01739383,0,0,NA,1.1376076,0.13436966,0.0966822,0.001531397,0.020833334,"ASSAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1956637,-3.2031732,NA,NA,-0.36479893,-1.5078726,-2.9335554,-3.3473194,-6.481575,-2.336326,-2.0071607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1987,"ASSAM",20856488,10869239.2,0.618129,0.21024632,0.049624845,0.039028622,0.047260262,NA,0.046258986,NA,1,2002,2007,NA,0.03968254,0.007936508,NA,NA,0,0,0.40450093,0.32125974,0.8922119,0.19471602,0.9188545,0,2.225159,0.058875073,0.0029099819,0.026706317,0,0,NA,1.1800961,0.14748043,0.06117801,0.0015019152,0.01842752,"ASSAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0520854,-3.0734994,NA,NA,-0.4810581,-1.5594754,-3.0032637,-3.24346,-6.501014,-2.7939675,-1.9140598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1988,"ASSAM",21245946.5,11066426.65,0.62449557,0.22347793,0.04951533,0.039913494,0.04253639,0.09027931,0.03968753,0.0021687218,1,2002,2007,NA,0.03968254,0.007936508,NA,NA,0,0,0.40979344,0.32698613,0.8913671,0.19518262,0.9198561,0,1.9366518,0.14018343,0.00288022,0.018780053,0.047256075,0.0022121866,NA,1.1714164,0.1486478,0.070926726,0.002554148,0.047169812,"ASSAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1573954,-3.2267182,-2.404847,-6.1336174,-0.47081104,-1.4984426,-3.005473,-3.2210407,-5.9700365,-2.646108,-1.9061755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9648035,-3.97496,-3.052174,-5.849889,-6.113774,NA,NA
"28",1989,"ASSAM",21635405,11263614.1,0.634608,0.21372375,0.049779516,0.04566589,0.052449957,0.09651178,0.045411635,0.004083947,1,2002,2007,NA,0.03968254,0.007936508,NA,NA,0,0,0.41489545,0.3325002,0.89055264,0.19563243,0.9208226,0,1.9056727,0.17026953,0.0029438783,0.025282633,0.05121235,0.0027270117,NA,1.2352266,0.1607832,0.077807195,0.0017354765,0.030364372,"ASSAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9478958,-3.091987,-2.3380902,-5.5006914,-0.45474783,-1.543071,-3.0001516,-3.0864036,-6.3564734,-2.5535214,-1.8276983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7703726,-3.6776376,-2.9717746,-5.8280272,-5.904549,NA,NA
"29",1990,"ASSAM",22024863.5,11460801.55,0.60872114,0.21811713,0.04326928,0.043632507,0.046005033,0.09560716,0.043354537,0.008638139,1,2002,2007,NA,0.03968254,0.007936508,NA,NA,0,0,0.419817,0.33781356,0.889767,0.19606632,0.92175597,0,1.876788,0.14369473,0.0027687345,0.021657342,0.0449492,0.004086291,NA,1.2631679,0.13559261,0.07279397,0.0017985506,0.028095733,"ASSAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0790045,-3.1383438,-2.3475075,-4.7515683,-0.49639502,-1.5227231,-3.1403124,-3.1319528,-6.320774,-2.6201222,-1.9981004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9400642,-3.8324108,-3.1022222,-5.8893647,-5.500118,NA,NA
"30",1991,"ASSAM",22414322,11657989,0.58873075,0.18046497,0.043097444,0.04354359,0.04918033,0.09408411,0.045182686,0.009092477,1,2002,2007,52,0.03968254,0.015873017,NA,NA,0,0,0.42456752,0.34293693,0.8890087,0.19648513,0.92265767,0,1.8784418,0.14094022,0.002266185,0.021147193,0.043989733,0.00865518,67.75,1.2982758,0.13630138,0.06479903,0.002510149,0.034836065,"ASSAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0122616,-3.0970414,-2.3635662,-4.700308,-0.52978635,-1.7122186,-3.1442916,-3.133993,-5.987413,-2.7364645,-1.9928868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9594195,-3.8562481,-3.123799,-6.0896573,-4.749597,NA,NA
"31",1992,"ASSAM",22838442.6,11869893.8,0.63423765,0.2961235,0.0463254,0.048646048,0.05424601,0.092993155,0.048593484,0.015248662,1,2002,2007,54.8,0.03968254,0.015873017,NA,NA,0,0,0.43638217,0.3557932,0.8869039,0.188074,0.92406464,0,1.9456668,0.16018528,0.0024845388,0.023556773,0.05061641,0.0074873758,74.2,1.2918975,0.1596476,0.09773399,0.0066553927,0.089108914,"ASSAM",NA,0,0,0,0,0,0,0,0,0,0,-2.9142258,-3.0242658,-2.3752294,-4.1832633,-0.45533156,-1.2169787,-3.0720649,-3.0231848,-5.0123277,-2.325506,-1.8347864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8314241,-3.7483418,-2.9834795,-5.9976683,-4.894537,NA,NA
