"","year","stateuni","ipop","imale","pcr_prop","pcr_order","pcr_econ","pmurder","pcr_womtot","pwomgirl","prape2","pkidmen","majstate","elec_womres","elec_scres","chargesheet_rate","wwinner","wwinclose5","murder_m","murder_f","postwres","postscres","plit","pwlit","prural","pfarm","pfemale","womancm","ppol_strength","parrest_womcrime","parrest_nonwomen","parrest_rape","parrest_womgirl","parrest_kidmen","charge_womcrime","pcgsdp","psuic_m","psuic_f","pmurder_love","sh_murder_lovedowry","stateid","yearofres","pscmurder","pscrape","pscpcr","pscpoa","psctot","pstmurder","pstrape","pstpcr","pstpoa","psttot","lpcr_womtot","lprape2","lpwomgirl","lpkidmen","lpcr_prop","lpcr_order","lpcr_econ","lpmurder","lpmurder_love","lpsuic_f","lpsuic_m","lpsctot","lpscmurder","lpscrape","lpscpoa","lpscpcr","lpsttot","lpstmurder","lpstrape","lpstpoa","lpstpcr","lparrest_womcrime","lparrest_rape","lparrest_womgirl","lparrest_nonwomen","lparrest_kidmen","lpmurder_m","lpmurder_f"
"81",1996,"GUJARAT",45990299.5,23870393,0.53987473,0.061534714,0.11661155,0.029093092,0.1919538,0.03905984,0.013833693,0.008001544,1,1995,1995,69.32,0.010989011,0.0054945056,NA,NA,1,1,0.55402064,0.45435873,0.63931185,0.17062274,0.92666703,0,1.4068836,0.46311226,0.008960673,0.00948026,0.020765249,0.010328265,94.683334,2.160654,0.09254142,0.089195676,0.005831851,0.13153961,"GUJARAT",NA,0.006613485,0.0045091943,0.038779072,0.17225122,0.53028125,0.0017591523,0.0021989404,0.00014659602,0.006450225,0.05409393,-1.6505007,-4.280648,-3.2426605,-4.8281207,-0.6164181,-2.788154,-2.148907,-3.5372546,-5.1444206,-2.4169228,-2.380099,-0.63434774,-5.0186443,-5.4016366,-1.7588012,-3.2498746,-2.9170332,-6.342923,-6.1197796,-5.04364,-8.82783,-0.76978576,-4.6585436,-3.8744745,-4.71491,-4.572871,NA,NA
"82",1997,"GUJARAT",46926443,24373429.8000001,0.5451298,0.06350364,0.09593738,0.030153574,0.21407339,0.043142796,0.01662749,0.009682675,1,1995,1995,78.31,0.010989011,0.0054945056,NA,NA,1,1,0.56150025,0.46287355,0.63652533,0.16684738,0.92531145,0,1.3680134,0.52480793,0.006967138,0.011486061,0.024421198,0.010740213,91.3,2.1622365,0.08148217,0.08734975,0.008601955,0.15477031,"GUJARAT",NA,0.0053258026,0.0062134364,0.03432184,0.17811851,0.5417525,0.0012943298,0.002732474,0,0.0070469063,0.055224735,-1.5414364,-4.096698,-3.1432397,-4.6374173,-0.6067314,-2.756658,-2.3440597,-3.5014517,-4.755766,-2.4378352,-2.507371,-0.612946,-5.235192,-5.0810413,-1.7253062,-3.3719733,-2.8963444,-6.649762,-5.902548,-4.955167,NA,-0.64472294,-4.466621,-3.7123036,-4.966551,-4.5337605,NA,NA
"83",1998,"GUJARAT",47862586.5,24876466.6,0.59173566,0.06863398,0.087918356,0.029396657,0.23575097,0.051422335,0.016009662,0.009607473,1,1995,1995,79.07,0.021978023,0,NA,NA,1,1,0.5686873,0.47106752,0.6338478,0.1632197,0.92401063,0,1.3287623,0.59535927,0.007058164,0.011574803,0.02603286,0.010363,92.933334,2.272139,0.09836606,0.09075042,0.0065691816,0.12579957,"GUJARAT",NA,0.0061170845,0.005825795,0.007864824,0.1733174,0.54878986,0.0012702276,0.003951819,0,0.007762502,0.057301376,-1.4449792,-4.134563,-2.9676826,-4.645214,-0.5246953,-2.6789675,-2.4313467,-3.5268743,-5.025366,-2.3996422,-2.3190594,-0.60003966,-5.0966697,-5.1454597,-1.7526307,-4.845355,-2.8594306,-6.668559,-5.5335793,-4.8584504,NA,-0.5185903,-4.458925,-3.6483958,-4.9535704,-4.5695133,NA,NA
"84",1999,"GUJARAT",48798730,25379503.4,0.5239686,0.057460513,0.08625224,0.02772613,0.23997377,0.045859754,0.014133686,0.010323291,1,1995,1995,78.34,0.021978023,0,994,409,1,1,0.5755986,0.4789584,0.6312729,0.15973122,0.92276144,0,1.2490079,0.65796363,0.0072001056,0.010758476,0.02454982,0.008463335,93.333336,2.2513084,0.10457257,0.0995763,0.007942192,0.14929786,"GUJARAT",NA,0.007457884,0.008031568,0.0025815752,0.1190393,0.51086503,0.0015241193,0.0031867947,0.0001385563,0.0062350333,0.05085016,-1.4272257,-4.2591944,-3.0821674,-4.573353,-0.64632356,-2.8566573,-2.4504793,-3.58538,-4.835566,-2.3068311,-2.257874,-0.6716499,-4.8984838,-4.8243756,-2.1283016,-5.9593554,-2.978872,-6.4863386,-5.7487397,-5.0775714,-8.884233,-0.41860563,-4.5320616,-3.7070508,-4.9336596,-4.7720118,-3.23996,-4.0475974
"85",2000,"GUJARAT",49734873.5,25882540.2,0.4801058,0.057203323,0.0759829,0.026480414,0.2210266,0.03639057,0.013835125,0.0099294735,1,1995,1995,80.5,0.021978023,0,NA,NA,1,1,0.5822497,0.48656273,0.628795,0.15637405,0.92156076,0,1.1996211,0.62517995,0.0068883253,0.009490322,0.020951094,0.009832135,94.683334,2.1010206,0.110344656,0.09248571,NA,0,"GUJARAT",NA,0.0062156036,0.0042379117,0.0019776921,0.094364166,0.37632653,0.0012246195,0.003265652,0,0.003265652,0.04286168,-1.5094723,-4.2805448,-3.3134456,-4.612248,-0.7337488,-2.8611434,-2.577247,-3.6313498,NA,-2.380701,-2.2041466,-0.9772981,-5.0806923,-5.4636846,-2.3605938,-6.225825,-3.1497772,-6.7051253,-5.7242956,-5.7242956,NA,-0.46971574,-4.6574826,-3.8655643,-4.977927,-4.622099,NA,NA
"86",2001,"GUJARAT",50671017,26385577,0.44035035,0.046949916,0.0706913,0.024195291,0.20374347,0.035288636,0.011776604,0.0053438284,1,1995,1995,79.6,0.021978023,0,917,363,1,1,0.58865505,0.4938958,0.6264087,0.15314093,0.92040586,0,1.1907793,0.5544063,0.006609498,0.007913794,0.020978462,0.006690215,95.066666,2.2355382,0.10039576,0.088200994,0.006258894,0.14355628,"GUJARAT",NA,0.0047317976,0.0041751154,0.0044534565,0.09908941,0.34569955,0.0009356838,0.0030743896,0.00040100733,0.01203022,0.041303754,-1.5908935,-4.4416404,-3.3441944,-5.231813,-0.8201846,-3.0586739,-2.6494327,-3.7215972,-5.073752,-2.428137,-2.2986352,-1.0621853,-5.3534503,-5.4786134,-2.3117328,-5.414075,-3.186802,-6.974233,-5.784649,-4.4203334,-7.821531,-0.5898575,-4.839148,-3.864259,-5.0192475,-5.007109,-3.3594654,-4.2032294
"87",2002,"GUJARAT",51607160.5,26888613.8,0.44534516,0.10812453,0.055961225,0.029685803,0.18471959,0.03264755,0.010801606,0.0077356165,1,1995,1995,77.2,0.06593407,0.021978023,1733,594,1,1,0.594828,0.5009719,0.62410897,0.15002511,0.9192942,0,1.1392798,0.50824183,0.0069046426,0.007324565,0.019512797,0.008467817,93.01666,2.3737016,0.10063739,0.07840267,0.006715605,0.12140992,"GUJARAT",NA,0.009325414,0.004662707,0.0016456613,0.09105992,0.37575933,0.002101641,0.002364346,0.00013135256,0.012741199,0.04465987,-1.6889163,-4.5280604,-3.4219854,-4.86192,-0.80890566,-2.2244716,-2.8830962,-3.5170863,-5.003321,-2.5458972,-2.2962315,-0.97880644,-4.675012,-5.3681593,-2.3962376,-6.409613,-3.10868,-6.1650367,-6.0472536,-4.3629146,-8.937626,-0.6767979,-4.9165215,-3.9366848,-4.975561,-4.7714825,-2.741849,-3.7284298
"88",2003,"GUJARAT",52543304,27391650.5999999,0.5094274,0.044534694,0.078468606,0.02120156,0.19386399,0.034152824,0.0093830805,0.006753883,1,1995,1995,74.7,0.06593407,0.021978023,808,356,1,1,0.600781,0.50780433,0.62189114,0.14702033,0.9182234,0,1.0961815,0.49308884,0.0062660887,0.006775364,0,0,91.73334,2.67585,0.096744806,0.076177895,0.006560205,0.16517055,"GUJARAT",NA,0.0032439565,0.0062175835,0.001892308,0.08650551,0.3149341,0.0006455747,0.0025822988,0,0.008908931,0.031116702,-1.6405984,-4.668847,-3.37691,-4.9976377,-0.67446786,-3.1114867,-2.5450566,-3.8536806,-5.0267334,-2.574684,-2.3356786,-1.1553918,-5.7309613,-5.080374,-2.4475472,-6.269958,-3.4700105,-7.34537,-5.9590755,-4.720701,NA,-0.70706594,-4.994462,NA,-5.0726027,NA,-3.5234315,-4.257748
"89",2004,"GUJARAT",53479447.5,27894687.3999999,0.48411122,0.03715446,0.06469775,0.020811733,0.20738909,0.03537262,0.013250075,0.0081736,1,1995,1995,77,0.06593407,0.021978023,829,340,1,1,0.6065256,0.5144054,0.619751,0.14412072,0.91719115,0,1.0769932,0.60774463,0.0063789925,0.008994109,0.021896262,0.0075169066,94.6,2.823122,0.10216999,0.07527919,0.005042064,0.12488769,"GUJARAT",NA,0.00293144,0.0050633964,0.0013324727,0.10952926,0.34884134,0.00076171366,0.002665998,0,0.0074901846,0.0305955,-1.5731586,-4.323752,-3.3418171,-4.8068457,-0.7254406,-3.2926714,-2.7380288,-3.8722384,-5.28994,-2.5865514,-2.2811172,-1.053138,-5.8322616,-5.285718,-2.2115636,-6.620719,-3.4869022,-7.1799397,-5.927177,-4.8941617,NA,-0.4980005,-4.7111855,-3.8214393,-5.054745,-4.8906007,-3.5159714,-4.3208065
"90",2005,"GUJARAT",54415591,28397724.1999998,0.45132285,0.035798565,0.061710253,0.01898353,0.20858744,0.035206575,0.0124529805,0.008733094,1,1995,1995,79.6,0.06593407,0.021978023,757,346,1,1,0.6120726,0.52078676,0.6176845,0.14132088,0.9161955,0,1.058465,0.6345639,0.006436152,0.00920692,0.021078518,0.008821001,93.7,3.1122332,0.10733254,0.0763706,0.0053424826,0.14908035,"GUJARAT",NA,0.0026276666,0.005255333,0.0015766,0.11404073,0.34343603,0.0004994435,0.0023723566,0,0.009114844,0.029592028,-1.567397,-4.385795,-3.3465223,-4.7406354,-0.79557234,-3.3298476,-2.7853053,-3.9641836,-5.2320647,-2.5721576,-2.2318234,-1.0687544,-5.941659,-5.248512,-2.1711996,-6.4524846,-3.5202503,-7.602016,-6.0438714,-4.697851,NA,-0.45481727,-4.6878,-3.859501,-5.0458245,-4.73062,-3.624701,-4.3201
"91",2006,"GUJARAT",55351734.5,28900760.9999998,0.4566614,0.03351295,0.05367492,0.021047218,0.23946188,0.035726473,0.013383251,0.0063320133,1,1995,1995,80.5,0.06593407,0.021978023,848,366,1,1,0.6174319,0.5269591,0.61568785,0.13861576,0.9152345,0,1.5171702,0.68761176,0.0062897033,0.009737725,0.020631693,0.005401818,93.433334,3.3579357,0.105464354,0.07512011,0.006351373,0.1527897,"GUJARAT",NA,0.005182833,0.004923691,0.0010365666,0.093031846,0.25784594,0.00073702354,0.002825257,0,0.0065103746,0.02014531,-1.429361,-4.313751,-3.3318634,-5.062137,-0.78381306,-3.3958232,-2.9248095,-3.860987,-5.0590844,-2.588667,-2.2493823,-1.355393,-5.2624035,-5.313697,-2.3748133,-6.8718414,-3.9047837,-7.2128906,-5.869156,-5.0343585,NA,-0.3745309,-4.6317477,-3.8809268,-5.0688415,-5.2210197,-3.5287426,-4.280415
"92",2007,"GUJARAT",56287878,29403797.7999997,0.4332016,0.035496097,0.045142934,0.02071494,0.2667378,0.040507246,0.011754168,0.0075840545,1,1995,1995,81.5,0.08791209,0.016483517,900,314,1,1,0.6226129,0.5329326,0.6137576,0.13600062,0.9143064,0,1.291699,0.80586725,0.0068075936,0.008936205,0.024090445,0.0073195156,92,3.6638045,0.11478109,0.0820188,0.005653904,0.14665523,"GUJARAT",NA,0.00434546,0.0076684584,0.00051123055,0.08384181,0.2658399,0.0015714165,0.0014505383,0,0.0053186403,0.018856997,-1.3214892,-4.4435472,-3.2062745,-4.881707,-0.836552,-3.3383324,-3.0979216,-3.8769,-5.175409,-2.5008068,-2.1647286,-1.324861,-5.438624,-4.87064,-2.4788234,-7.57869,-3.9708712,-6.4557776,-6.5358205,-5.2365375,NA,-0.21583624,-4.717644,-3.72594,-4.9897165,-4.917211,-3.4864843,-4.449897
"93",1985,"HARYANA",14339030,7676952.39999998,0.39612162,0.013947945,0.056419436,0.024269424,0.015910953,NA,0.015760848,NA,1,1995,1995,NA,0.07777778,0.022222223,NA,NA,0,0,0.40320325,0.27065185,0.7685806,0.16924773,0.8678024,0,1.472066,0.0270186,0.003684559,0.012343931,0,0,NA,1.7411342,0.06018013,0.059741125,0.006004133,0.11494253,"HARYANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.1407475,-4.1502266,NA,NA,-0.926034,-4.2724233,-2.8749416,-3.718538,-5.1153073,-2.8177347,-2.8104131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1986,"HARYANA",14693133,7868706,0.39222404,0.016674455,0.048730247,0.028380604,0.02095414,NA,0.020807607,NA,1,1995,1995,NA,0.07777778,0.022222223,NA,NA,0,0,0.41240048,0.28120595,0.7658045,0.16856575,0.8672871,0,1.4537404,0.03282327,0.0036362566,0.0151090985,0,0,NA,1.7032641,0.06265325,0.057294186,0.005275168,0.086330935,"HARYANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8654191,-3.8724365,NA,NA,-0.9359221,-4.0938773,-3.0214553,-3.5620494,-5.244745,-2.8595562,-2.7701397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1987,"HARYANA",15047236,8060459.59999996,0.41495994,0.020335961,0.043064386,0.03336161,0.019179089,NA,0.019179089,NA,1,1995,1995,NA,0.055555556,0,NA,NA,0,0,0.4211648,0.29126957,0.7631591,0.16791587,0.86679626,0,1.2398291,0.016316537,0.0074189706,0.0075761424,0,0,NA,1.6492534,0.0630237,0.04923587,0.0077288863,0.107569724,"HARYANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9539347,-3.9539347,NA,NA,-0.8795733,-3.8953645,-3.1450589,-3.4003494,-4.8627906,-3.011133,-2.7642443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1988,"HARYANA",15401339,8252213.19999999,0.40230268,0.022011073,0.05720282,0.02915331,0.020981586,0.024058886,0.020981586,0.0066648787,1,1995,1995,NA,0.055555556,0,NA,NA,0,0,0.42952615,0.30087614,0.7606353,0.16729586,0.8663283,0,1.5973936,0.058188934,0.0037155212,0.014089684,0.012920954,0.004674918,NA,1.9698908,0.066769965,0.050076053,0.0068539847,0.13585746,"HARYANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.86411,-3.86411,-3.7272508,-5.0109034,-0.91055053,-3.8162096,-2.8611522,-3.5351868,-4.982925,-2.9942124,-2.706502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8440602,-4.2623124,-4.348905,-5.5952363,-5.365544,NA,NA
"97",1989,"HARYANA",15755442,8443966.80000001,0.43927678,0.04169988,0.05293409,0.030719545,0.021473095,0.014634529,0.021199552,0.017053597,1,1995,1995,NA,0.055555556,0,NA,NA,0,0,0.43751162,0.31005606,0.75822496,0.16670372,0.86588156,0,1.7868747,0.05867489,0.0039131874,0.01459813,0.011868915,0.008949289,NA,1.9574621,0.12399386,0.06742825,0.0053340807,0.09090909,"HARYANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8409545,-3.8537753,-4.2243714,-4.071394,-0.8226256,-3.177257,-2.9387076,-3.4828563,-5.233639,-2.6966913,-2.0875232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8357434,-4.226862,-4.4338326,-5.543403,-4.7161813,NA,NA
"98",1990,"HARYANA",16109545,8635720.39999998,0.42751053,0.04630795,0.0451906,0.0317824,0.02274605,0.019936245,0.02247845,0.006832088,1,1995,1995,NA,0.055555556,0,NA,NA,0,0,0.44514605,0.31883717,0.7559206,0.16613762,0.8654547,0,1.8024718,0.064357944,0.0040767756,0.01651195,0.0132219745,0.0009932,NA,2.094745,0.10282871,0.06516075,0.0036126082,0.06640625,"HARYANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.7833638,-3.7951982,-3.915216,-4.986125,-0.8497764,-3.0724416,-3.0968661,-3.4488425,-5.6233253,-2.730898,-2.2746906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.743295,-4.103671,-4.3258753,-5.502449,-6.9145784,NA,NA
"99",1991,"HARYANA",16463648,8827474,0.40003285,0.022230797,0.034560993,0.036018748,0.019774301,0.032476995,0.019643346,0.0050977212,1,1995,1995,87,0.06666667,0.011111111,NA,NA,0,0,0.4524521,0.3272449,0.75371534,0.16559586,0.8650463,0,1.5855538,0.06469208,0.0042784563,0.0135449935,0.016217548,0.0037051328,90.75,2.1017241,0.0811104,0.05251321,0.0058930037,0.08431703,"HARYANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.923372,-3.9300165,-3.4272232,-5.2789617,-0.9162086,-3.8062768,-3.3650296,-3.3237157,-5.1339893,-2.9466906,-2.511944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7381165,-4.3017383,-4.121661,-5.454163,-5.5980363,NA,NA
"100",1992,"HARYANA",16931739.6,9081121.90000004,0.41236165,0.031302158,0.050615,0.034668617,0.027895894,0.029424436,0.027895894,0.011562448,1,1995,1995,87.9,0.06666667,0.011111111,NA,NA,0,0,0.4673754,0.3452411,0.74835426,0.16164505,0.8644987,0,1.5417199,0.0806306,0.004320702,0.021498086,0.015887322,0.007264463,90.25,2.0470438,0.049112875,0.032099385,0.0048403833,0.078364566,"HARYANA",NA,0.00089956354,0.0050975266,0.000599709,0,0.02128967,NA,NA,NA,NA,NA,-3.5792758,-3.5792758,-3.5259297,-4.459993,-0.88585454,-3.4640682,-2.9835072,-3.3619204,-5.3307614,-3.4389184,-3.013634,-3.8495333,-7.013601,-5.279,NA,-7.419066,NA,NA,NA,NA,NA,-2.517877,-3.8397913,-4.142234,-5.4443374,-4.924761,NA,NA
"101",1993,"HARYANA",17399831.2,9334769.80000001,0.40678555,0.025000243,0.057644237,0.035115283,0.029386014,0.025790256,0.02913803,0.011248269,1,1995,1995,87.94,0.06666667,0.011111111,NA,NA,0,0,0.48149577,0.36228028,0.74328166,0.15790683,0.86398077,0,1.6309929,0.081834465,0.004755621,0.020977216,0.0167243,0.010459872,91.6,2.088406,0.08730799,0.05443232,0.0063235722,0.09656301,"HARYANA",NA,0.00087745767,0.0032173446,0.0011699436,0,0.015209266,NA,NA,NA,NA,NA,-3.5272365,-3.535711,-3.6577585,-4.487541,-0.89946914,-3.6888697,-2.853465,-3.349119,-5.063471,-2.910797,-2.4383132,-4.1858506,-7.0384817,-5.7391987,NA,-6.7507997,NA,NA,NA,NA,NA,-2.5030568,-3.8643184,-4.0908923,-5.3484282,-4.5602093,NA,NA
"102",1994,"HARYANA",17867922.8000001,9588417.69999999,0.41543722,0.02350581,0.06447308,0.037889127,0.032731425,0.028504118,0.031161282,0.011576467,1,1995,1995,86.61,0.06666667,0.011111111,NA,NA,0,0,0.4948763,0.37843683,0.7384748,0.15436447,0.8634902,0,1.3474426,0.08188895,0.004396538,0.020315737,0.016062304,0.011920803,89.25,2.1771235,0.06278408,0.040582135,0.006401349,0.09305761,"HARYANA",NA,0.001998295,0.0028547074,0.00028547074,0,0.018841067,NA,NA,NA,NA,NA,-3.4194198,-3.4685788,-3.5577066,-4.458781,-0.87842375,-3.7505076,-2.7415075,-3.273091,-5.0512466,-3.2044272,-2.7680538,-3.9717164,-6.215461,-5.858786,NA,-8.161371,NA,NA,NA,NA,NA,-2.502391,-3.8963594,-4.13128,-5.426938,-4.42947,NA,NA
"103",1995,"HARYANA",18336014.4000001,9842065.60000002,0.4436624,0.04712038,0.058736864,0.039048836,0.20426306,0.03496607,0.036614303,0.013818238,1,1995,1995,82.24,0.06666667,0.011111111,NA,NA,1,1,0.50757366,0.39377758,0.73391336,0.15100296,0.863025,0,1.7407818,0.45573622,0.0042305267,0.026014378,0.018651817,0.010471196,94.566666,2.1738553,0.12944438,0.071109444,0.005533351,0.07821229,"HARYANA",1,0.0022302736,0.002787842,0.0002787842,0.0011151368,0.022860305,NA,NA,NA,NA,NA,-1.5883466,-3.3073163,-3.353377,-4.281766,-0.81269133,-3.0550497,-2.8346877,-3.2429423,-5.196962,-2.6435351,-2.044504,-3.7783532,-6.105631,-5.8824873,-6.798778,-8.185073,NA,NA,NA,NA,NA,-0.7858411,-3.6491058,-3.9818118,-5.465429,-4.559127,NA,NA
"104",1996,"HARYANA",18804106,10095713.5,0.4584637,0.05105268,0.06530488,0.032227006,0.23161565,0.03525335,0.03858347,0.014362531,1,1995,1995,81.35,0.044444446,0.033333335,NA,NA,1,1,0.5196389,0.4083628,0.72957903,0.1478088,0.86258316,0,1.6137965,0.48792014,0.0049445583,0.02552634,0.017496178,0.013614048,93.38333,2.3658469,0.077062406,0.04317674,0.0040191114,0.08580858,"HARYANA",NA,0.0013620188,0.0029964412,0.0008172112,0.00054480747,0.017161436,NA,NA,NA,NA,NA,-1.4626759,-3.2549314,-3.3451948,-4.2431326,-0.77987415,-2.9748974,-2.7286885,-3.4349506,-5.5166945,-3.1424534,-2.5631397,-4.0650907,-6.5987873,-5.81033,-7.515078,-7.109613,NA,NA,NA,NA,NA,-0.71760356,-3.6680446,-4.045773,-5.309468,-4.2966533,NA,NA
"105",1997,"HARYANA",19272197.6,10349361.4,0.43103543,0.056298718,0.076171905,0.031599924,0.22571298,0.03261295,0.041802853,0.013237531,1,1995,1995,79.87,0.044444446,0.033333335,NA,NA,1,1,0.531118,0.42224696,0.7254553,0.14476982,0.86216295,0,1.5973788,0.5109362,0.0071287146,0.026099773,0.018939199,0.011674849,95.23333,2.341426,0.10358127,0.059061937,0.009301975,0.15763547,"HARYANA",NA,0.001331544,0.0031957056,0,0.0023967791,0.024766719,NA,NA,NA,NA,NA,-1.488491,-3.1747906,-3.4230459,-4.3246994,-0.841565,-2.8770835,-2.5747626,-3.4546006,-4.6775284,-2.8291686,-2.2673988,-3.6982546,-6.621416,-5.7459474,-6.0336294,NA,NA,NA,NA,NA,NA,-0.6715106,-3.6458287,-3.9665215,-4.9436245,-4.4503183,NA,NA
"106",1998,"HARYANA",19740289.2,10603009.3,0.5176216,0.05643281,0.08414264,0.04184336,0.29100564,0.03480248,0.0398368,0.017730815,1,1995,1995,77.36,0.044444446,0.033333335,NA,NA,1,1,0.54205275,0.4354794,0.7215271,0.14187495,0.8617629,0,1.5958732,0.6047752,0.004726273,0.0246197,0.021022994,0.01626116,93.8,2.4130015,0.09846261,0.061396826,0.00930255,0.111380145,"HARYANA",NA,0.0015628838,0.0062515354,0,0.0046886513,0.04141642,NA,NA,NA,NA,NA,-1.2344127,-3.222964,-3.3580666,-4.032451,-0.65851086,-2.8747046,-2.475242,-3.1738222,-4.677467,-2.7903972,-2.3180783,-3.1840777,-6.4612226,-5.0749283,-5.3626103,NA,NA,NA,NA,NA,NA,-0.50289845,-3.7042084,-3.8621385,-5.3546185,-4.1189756,NA,NA
"107",1999,"HARYANA",20208380.8000001,10856657.2,0.5501678,0.058836974,0.09001216,0.04151743,0.3098894,0.037426256,0.03977876,0.017685002,1,1995,1995,75.51,0.044444446,0.033333335,724,158,1,1,0.5524809,0.448105,0.7177808,0.1391142,0.8613815,0,1.454644,0.65613574,0.0041864314,0.025533961,0.019051502,0.016577281,93.5,2.5374537,0.13982205,0.08330015,0.007378319,0.08939213,"HARYANA",NA,0.0012745105,0.006627455,0,0.004588238,0.030843155,NA,NA,NA,NA,NA,-1.1715398,-3.2244222,-3.2853827,-4.0350385,-0.597532,-2.832985,-2.4078104,-3.181642,-4.9092093,-2.4853048,-1.9673847,-3.4788404,-6.665193,-5.0165343,-5.384259,NA,NA,NA,NA,NA,NA,-0.42138758,-3.6677458,-3.9606094,-5.4759064,-4.099722,-2.7077425,-4.080721
"108",2000,"HARYANA",20676472.4000001,11110305.1,0.52117205,0.052475102,0.07196585,0.037917495,0.31485963,0.031255987,0.044009265,0.014491051,1,1995,1995,76.3,0.044444446,0,NA,NA,1,1,0.5624369,0.46016455,0.71420425,0.13647845,0.8610175,0,1.3294821,0.61550254,0.004037149,0.027615929,0.014073968,0.015718348,92.450005,2.6830845,0.14401044,0.0661707,NA,0,"HARYANA",NA,0.00049911503,0.0049911505,0.00024955752,0.0052407077,0.02919823,NA,NA,NA,NA,NA,-1.1556283,-3.1233552,-3.4655445,-4.234224,-0.65167505,-2.9474165,-2.6315637,-3.2723427,NA,-2.7155175,-1.9378694,-3.5336473,-7.602674,-5.300089,-5.251299,-8.295821,NA,NA,NA,NA,NA,-0.48531622,-3.5893626,-4.263428,-5.5122166,-4.1529264,NA,NA
"109",2001,"HARYANA",21144564,11363953,0.46541512,0.045070685,0.07609521,0.03693621,0.31654465,0.030366201,0.040692754,0.013375627,1,1995,1995,78.9,0.044444446,0,675,143,1,1,0.57195204,0.47169527,0.710786,0.1339594,0.8606698,0,1.5042636,0.59761095,0.0040054265,0.025491185,0.014093457,0.016079783,92.23334,2.830529,0.12002865,0.065742314,0.0055211275,0.072983354,"HARYANA",NA,0.0017110271,0.006110811,0.00024443245,0.0080662705,0.055975027,NA,NA,NA,NA,NA,-1.150291,-3.2017052,-3.494425,-4.314321,-0.7648255,-3.0995233,-2.57577,-3.298563,-5.199173,-2.7220125,-2.1200247,-2.8828497,-6.3706613,-5.097696,-4.820064,-8.316571,NA,NA,NA,NA,NA,-0.51481533,-3.6694226,-4.2620444,-5.5201054,-4.1301923,-2.823489,-4.2253127
"110",2002,"HARYANA",21612655.5999999,11617600.9,0.44247222,0.041596,0.071439624,0.035164583,0.4097026,0.029014349,0.036117863,0.011792452,1,1995,1995,78.7,0.044444446,0,655,156,1,1,0.5810551,0.48273122,0.70751584,0.13154946,0.86033726,0,1.4772363,0.7034479,0.0040316195,0.023643555,0.015176293,0.011844912,92.45,2.9454505,0.13513978,0.063031174,0.005902919,0.078947365,"HARYANA",NA,0.0028741637,0.0062273545,0,0.007664436,0.058201812,NA,NA,NA,NA,NA,-0.89232373,-3.3209677,-3.5399647,-4.4402957,-0.8153776,-3.1797514,-2.6389027,-3.3477159,-5.1323085,-2.7641258,-2.0014455,-2.8438387,-5.8519936,-5.0788035,-4.8711643,NA,NA,NA,NA,NA,NA,-0.3517615,-3.7446647,-4.1880207,-5.513587,-4.435857,-2.8756413,-4.15999
"111",2003,"HARYANA",22080747.1999998,11871248.8,0.41239548,0.034464415,0.0686571,0.031792402,0.38189927,0.02654391,0.034575645,0.009855745,1,1995,1995,80.9,0.044444446,0,597,151,1,1,0.58977216,0.49330354,0.70438427,0.12924169,0.8600189,0,1.3639485,0.5795584,0.0038376418,0.023685792,0,0,94.066666,3.142467,0.1358745,0.060140073,0.004701504,0.08262108,"HARYANA",NA,0.0021131,0.0056349332,0,0.0084524,0.045783833,NA,NA,NA,NA,NA,-0.9625984,-3.3646057,-3.628955,-4.619701,-0.88577247,-3.367828,-2.6786308,-3.448528,-5.359873,-2.8110788,-1.9960237,-3.0838242,-6.1595993,-5.17877,-4.773305,NA,NA,NA,NA,NA,NA,-0.5454889,-3.7428799,NA,-5.562897,NA,-2.9899576,-4.2137938
